elevation_m_nap,depth_m,qc_mpa,fs_mpa,col_4,col_5,col_6,col_7,rf_percent,col_9,corrected_depth,qt_mpa,qt_over_pa,Isbt,Bqt,peat_boundary_qt_over_pa,organic_clay_boundary_qt_over_pa,soil_type,used_organic_boundary_qt_over_pa,distance_to_used_organic_boundary,layer_id,soil_layer_number,layer_top_depth_m,layer_bottom_depth_m,layer_top_elevation_m_nap,layer_bottom_elevation_m_nap
1.47,0.02,0.35357,0.00030915,0.46613,0.4,0.23933,1.95,0.037239,9.0,0.02,0.35357,3.5357,2.928990913328664,,,,Silty clay / clayey silt,,,Silty clay / clayey silt 1,1,0.02,0.22,1.47,1.27
1.45,0.04,0.5758,0.00024488,0.52692,0.51667,0.10345,2.3,0.0252,10.0,0.039999,0.5758,5.757999999999999,2.736049199883287,,,,Silty clay / clayey silt,,,Silty clay / clayey silt 1,1,0.02,0.22,1.47,1.27
1.43,0.06,0.7877,0.00058591,0.56693,0.56667,0.017241,2.4,0.053068,11.0,0.059998,0.7877,7.876999999999999,2.5742303561384197,,,,Sand mixtures,,,Silty clay / clayey silt 1,1,0.02,0.22,1.47,1.27
1.41,0.08,1.0632,0.0012559,0.60099,0.6,0.034483,2.4,0.10185,12.0,0.079997,1.0632,10.631999999999998,2.4539960569733132,,,,Sand mixtures,,,Silty clay / clayey silt 1,1,0.02,0.22,1.47,1.27
1.39,0.1,1.3707,0.0017792,0.60025,0.6,-0.017241,2.45,0.12026,12.0,0.099996,1.3707,13.707,2.3522819643277106,,,,Sand mixtures,,,Silty clay / clayey silt 1,1,0.02,0.22,1.47,1.27
1.37,0.12,1.6795,0.0026127,0.61691,0.61667,-0.017241,2.4,0.15123,13.0,0.11999,1.6795,16.795,2.2801156305086896,,,,Sand mixtures,,,Silty clay / clayey silt 1,1,0.02,0.22,1.47,1.27
1.35,0.14,1.898,0.0035405,0.63544,0.63333,-0.051724,0.85,0.17845,24.0,0.13999,1.898,18.98,2.2418504344741916,,,,Sand mixtures,,,Silty clay / clayey silt 1,1,0.02,0.22,1.47,1.27
1.33,0.16,2.1363,0.0045147,0.64172,0.63333,-0.10345,2.0,0.20166,24.0,0.15999,2.1363,21.362999999999996,2.2036949925891873,,,,Sand mixtures,,,Silty clay / clayey silt 1,1,0.02,0.22,1.47,1.27
1.31,0.18,2.3247,0.0050995,0.62528,0.61667,-0.10345,2.4,0.20317,25.0,0.17999,2.3247,23.247,2.1688494393476594,,,,Sand mixtures,,,Silty clay / clayey silt 1,1,0.02,0.22,1.47,1.27
1.29,0.2,2.5608,0.0063693,0.59243,0.58333,-0.10345,2.45,0.22463,26.0,0.19999,2.5608,25.608,2.139362127366981,,,,Sand mixtures,,,Silty clay / clayey silt 1,1,0.02,0.22,1.47,1.27
1.27,0.22,2.8393,0.0066073,0.59942,0.58333,-0.13793,2.4,0.20458,27.0,0.21999,2.8393,28.393,2.0854861402280287,,,,Sand mixtures,,,Sand 1,1,0.22,2.78,1.27,-1.2899999999999998
1.25,0.24,3.1008,0.0071462,0.58321,0.56667,-0.13793,2.4,0.19546,28.0,0.23999,3.1008,31.008000000000003,2.0434642820834013,,,,Sand,,,Sand 1,1,0.22,2.78,1.27,-1.2899999999999998
1.23,0.26,3.5405,0.0083875,0.56051,0.53333,-0.17241,2.4,0.20281,29.0,0.25999,3.5405,35.405,1.991937753703077,,,,Sand,,,Sand 1,1,0.22,2.78,1.27,-1.2899999999999998
1.21,0.28,4.2834,0.0099631,0.57205,0.53333,-0.2069,2.4,0.21409,29.0,0.27999,4.2834,42.834,1.918900051654395,,,,Sand,,,Sand 1,1,0.22,2.78,1.27,-1.2899999999999998
1.19,0.3,5.0515,0.011277,0.55037,0.51667,-0.18966,2.4,0.21757,30.0,0.29999,5.0515,50.515,1.8524902946591337,,,,Sand,,,Sand 1,1,0.22,2.78,1.27,-1.2899999999999998
1.17,0.32,5.5472,0.012776,0.54111,0.5,-0.2069,2.4,0.22277,31.0,0.31998,5.5472,55.472,1.8169431474783413,,,,Sand,,,Sand 1,1,0.22,2.78,1.27,-1.2899999999999998
1.15,0.34,6.1615,0.014516,0.54025,0.48333,-0.24138,2.4,0.23116,32.0,0.33998,6.1615,61.615,1.778878197482303,,,,Sand,,,Sand 1,1,0.22,2.78,1.27,-1.2899999999999998
1.13,0.36,6.7056,0.016225,0.54663,0.45,-0.31034,2.4,0.23997,33.0,0.35998,6.7056,67.056,1.7497101434754934,,,,Sand,,,Sand 1,1,0.22,2.78,1.27,-1.2899999999999998
1.1099999999999999,0.38,7.0766,0.017992,0.59372,0.48333,-0.34483,2.4,0.25064,33.0,0.37998,7.0766,70.766,1.7344138912628897,,,,Sand,,,Sand 1,1,0.22,2.78,1.27,-1.2899999999999998
1.0899999999999999,0.4,7.5137,0.020247,0.57957,0.5,-0.2931,2.4,0.26783,34.0,0.39998,7.5137,75.137,1.7207624807363597,,,,Sand,,,Sand 1,1,0.22,2.78,1.27,-1.2899999999999998
1.07,0.42,7.8966,0.022761,0.59978,0.45,-0.39655,2.4,0.28867,35.0,0.41998,7.8966,78.96600000000001,1.7134441698429659,,,,Sand,,,Sand 1,1,0.22,2.78,1.27,-1.2899999999999998
1.05,0.44,8.1396,0.024045,0.54663,0.45,-0.31034,2.4,0.29477,36.0,0.43998,8.1396,81.396,1.7050237541311195,,,,Sand,,,Sand 1,1,0.22,2.78,1.27,-1.2899999999999998
1.03,0.46,8.384,0.026272,0.56043,0.46667,-0.31034,2.4,0.31259,37.0,0.45998,8.384,83.84,1.7038199262513856,,,,Sand,,,Sand 1,1,0.22,2.78,1.27,-1.2899999999999998
1.01,0.48,8.6003,0.028312,0.54321,0.43333,-0.32759,2.4,0.32849,38.0,0.47998,8.6003,86.00300000000001,1.7029924733443669,,,,Sand,,,Sand 1,1,0.22,2.78,1.27,-1.2899999999999998
0.99,0.5,8.7618,0.031023,0.51954,0.41667,-0.31034,2.4,0.35302,39.0,0.49998,8.7618,87.618,1.709528268221475,,,,Sand,,,Sand 1,1,0.22,2.78,1.27,-1.2899999999999998
