soil_id,top_elevation_m_nap,bottom_elevation_m_nap,soil depth_m,qc_mpa_mean,gamma_unsat_kn_m3,gamma_sat_kn_m3,E100_mpa,c_prime_kpa,phi_prime_deg,dilatancy_deg,interpolation_status
Clay & silt 1,1.44,1.2,0.24,1.96,19.2,19.2,5.08,9.16,23.7,0.0,interpolated
Sand 1,1.2,0.58,0.62,6.89,17.2,19.2,20.68,0.0,30.5,0.5,interpolated
Sand mixtures 1,0.58,-0.22,0.7999999999999999,3.23,18.5,20.5,22.5,0.0,27.5,0.0,below_range_clipped
Sand 2,-0.22,-2.4,2.1799999999999997,9.71,17.5,19.5,29.14,0.0,31.2,1.2,interpolated
Sand 3,-2.4,-4.72,2.32,11.62,17.7,19.7,34.85,0.0,31.7,1.7,interpolated
Sand mixtures 2,-4.72,-5.76,1.04,4.83,18.5,20.5,22.5,0.0,27.5,0.0,below_range_clipped
Sand 4,-5.76,-33.74,27.980000000000004,23.63,19.3,21.3,85.97,0.0,36.8,6.8,interpolated
