top_elevation_m_nap,bottom_elevation_m_nap,top_depth_m,bottom_depth_m,soil_type,thickness_m,soil_layer_number,layer_id
3.6500000000000004,3.31,0.01,0.35,"Soil, fine grain",0.33999999999999997,1,"Soil, fine grain 1"
3.31,2.5700000000000003,0.35,1.09,Sand mixtures,0.7400000000000001,1,Sand mixtures 1
2.5700000000000003,1.7500000000000002,1.09,1.91,Sand,0.8199999999999998,1,Sand 1
1.7500000000000002,0.5300000000000002,1.91,3.13,Sand mixtures,1.22,2,Sand mixtures 2
0.5300000000000002,-5.35,3.13,9.01,Sand,5.88,2,Sand 2
-5.35,-7.33,9.01,10.99,Sand mixtures,1.9800000000000004,3,Sand mixtures 3
-7.33,-8.19,10.99,11.85,Sand,0.8599999999999994,3,Sand 3
-8.19,-8.89,11.85,12.55,Sand mixtures,0.7000000000000011,4,Sand mixtures 4
-8.89,-11.25,12.55,14.91,Sand,2.3599999999999994,4,Sand 4
