borehole_folder,cpt_name,n_points,sand_layers,confidence,centre_Rf_percent,centre_qt_over_pa,std_log10_Rf,std_log10_qt_over_pa
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B16_112vs201,61251107_112,1141,"Sand 1, Sand 2, Sand 3",2.14,0.7178266041838005,166.84841902868283,0.10372380234831853,0.22768525486308142
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B16_112vs201,61251107_201,1691,"Sand 1, Sand 2",2.14,0.7211401250256266,172.71706677072913,0.1611503607657526,0.2785633555020478
