layer_id,top_elevation_m_nap,bottom_elevation_m_nap,soil_type
Unknown material 1,1.53,1.29,Unknown material
Sand 1,1.29,-1.3699999999999999,Sand
Sand mixtures 1,-1.3699999999999999,-1.95,Sand mixtures
Sand 2,-1.95,-2.4699999999999998,Sand
Sand 3,-2.4699999999999998,-30.69,Sand
Sand 4,-30.69,-33.730000000000004,Sand
