soil_id,top_elevation_m_nap,bottom_elevation_m_nap,soil depth_m,qc_mpa_mean,gamma_unsat_kn_m3,gamma_sat_kn_m3,E100_mpa,c_prime_kpa,phi_prime_deg,dilatancy_deg,interpolation_status
"Soil, fine grain 1",3.52,3.44,0.08000000000000007,0.26,14.0,14.0,1.0,0.0,17.5,0.0,below_range_clipped
Silty clay / clayey silt 1,3.44,2.84,0.6000000000000001,1.3,19.3,19.3,2.3,0.3,29.1,0.0,interpolated
Clay & silt 1,2.84,2.42,0.41999999999999993,0.52,15.0,15.0,1.5,0.0,22.5,0.0,below_range_clipped
Sand mixtures 1,2.42,0.24,2.18,2.79,18.5,20.5,22.5,0.0,27.5,0.0,below_range_clipped
Sand 1,0.24,-7.48,7.720000000000001,11.64,17.7,19.7,34.93,0.0,31.7,1.7,interpolated
Sand mixtures 2,-7.48,-9.42,1.9399999999999995,3.15,18.5,20.5,22.5,0.0,27.5,0.0,below_range_clipped
Sand 2,-9.42,-11.0,1.58,20.72,18.9,20.9,72.16,0.0,35.4,5.4,interpolated
Sand 3,-11.0,-11.4,0.40000000000000036,31.14,19.5,21.5,92.5,0.0,37.5,7.5,above_range_clipped
