top_elevation_m_nap,bottom_elevation_m_nap,top_depth_m,bottom_depth_m,soil_type,thickness_m,soil_layer_number,layer_id
1.47,1.27,0.02,0.22,Silty clay / clayey silt,0.2,1,Silty clay / clayey silt 1
1.27,-1.2899999999999998,0.22,2.78,Sand,2.5599999999999996,1,Sand 1
-1.2899999999999998,-1.8499999999999999,2.78,3.34,Sand mixtures,0.56,1,Sand mixtures 1
-1.8499999999999999,-11.61,3.34,13.1,Sand,9.76,2,Sand 2
-11.61,-14.81,13.1,16.3,Sand,3.200000000000001,3,Sand 3
-14.81,-19.41,16.3,20.9,Sand,4.599999999999998,4,Sand 4
-19.41,-20.990000000000002,20.9,22.48,Sand,1.5800000000000018,5,Sand 5
-20.990000000000002,-23.73,22.48,25.22,Sand,2.7399999999999984,6,Sand 6
