layer_id,top_elevation_m_nap,bottom_elevation_m_nap,soil_type
Silty clay / clayey silt 1,1.47,1.27,Silty clay / clayey silt
Sand 1,1.27,-1.2899999999999998,Sand
Sand mixtures 1,-1.2899999999999998,-1.8499999999999999,Sand mixtures
Sand 2,-1.8499999999999999,-11.61,Sand
Sand 3,-11.61,-14.81,Sand
Sand 4,-14.81,-19.41,Sand
Sand 5,-19.41,-20.990000000000002,Sand
Sand 6,-20.990000000000002,-23.73,Sand
