layer_id,top_elevation_m_nap,bottom_elevation_m_nap,soil_type
Clay & silt 1,1.57,1.25,Clay & silt
Sand 1,1.25,-1.61,Sand
Sand 2,-1.61,-4.13,Sand
Sand 3,-4.13,-6.93,Sand
Sand 4,-6.93,-33.669999999999995,Sand
