borehole_folder,cpt_name,n_points,sand_layers,confidence,centre_Rf_percent,centre_qt_over_pa,std_log10_Rf,std_log10_qt_over_pa
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B52_3vs9_10_17_18,61251107_10,1094,"Sand 1, Sand 2, Sand 3, Sand 4, Sand 5, Sand 6",2.14,0.5891572569927486,128.56632181917732,0.11050555470140683,0.2242593411410609
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B52_3vs9_10_17_18,61251107_17,1651,"Sand 1, Sand 2, Sand 3, Sand 4",2.14,0.7781250318325734,185.92941668501612,0.09057719085874942,0.250728206670203
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B52_3vs9_10_17_18,61251107_18,1698,"Sand 1, Sand 2, Sand 3, Sand 4",2.14,0.7750770838324016,183.27650070194082,0.10528203790221714,0.2541079821450009
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B52_3vs9_10_17_18,61251107_3,1217,"Sand 1, Sand 2, Sand 3",2.14,0.59609009337924,152.88851108558146,0.18544805866362674,0.2739679138016059
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B52_3vs9_10_17_18,61251107_9,1250,"Sand 1, Sand 2, Sand 3",2.14,0.5264736343193592,149.36528367451896,0.11074431707281884,0.25830134980575725
