soil_id,top_elevation_m_nap,bottom_elevation_m_nap,soil depth_m,qc_mpa_mean,gamma_unsat_kn_m3,gamma_sat_kn_m3,E100_mpa,c_prime_kpa,phi_prime_deg,dilatancy_deg,interpolation_status
Silty clay / clayey silt 1,1.47,1.27,0.19999999999999996,1.48,19.5,19.5,2.48,0.48,29.3,0.0,interpolated
Sand 1,1.27,-1.29,2.5599999999999996,12.08,17.7,19.7,36.23,0.0,31.8,1.8,interpolated
Sand mixtures 1,-1.29,-1.85,0.56,3.35,18.5,20.5,22.5,0.0,27.5,0.0,below_range_clipped
Sand 2,-1.85,-11.61,9.76,12.08,17.7,19.7,36.24,0.0,31.8,1.8,interpolated
Sand 3,-11.61,-14.81,3.200000000000001,13.33,17.8,19.8,39.99,0.0,32.1,2.1,interpolated
Sand 4,-14.81,-19.41,4.6,22.85,19.2,21.2,82.31,0.0,36.4,6.4,interpolated
Sand 5,-19.41,-20.99,1.5800000000000018,46.17,19.5,21.5,92.5,0.0,37.5,7.5,above_range_clipped
Sand 6,-20.99,-23.73,2.7399999999999984,32.78,19.5,21.5,92.5,0.0,37.5,7.5,above_range_clipped
