layer_id,top_elevation_m_nap,bottom_elevation_m_nap,soil_type
Clay & silt 1,1.57,1.3900000000000001,Clay & silt
Sand 1,1.3900000000000001,-1.7299999999999998,Sand
Sand 2,-1.7299999999999998,-28.49,Sand
Sand 3,-28.49,-33.449999999999996,Sand
