cpt_name,original_cpt_folder,n_points,centre_rf_percent,centre_qt_over_pa,std_log10_rf_percent,std_log10_qt_over_pa
12,61251107_12,1212,0.5439059559665926,156.36624150182863,0.12206012912426374,0.256797035721364
20,61251107_20,1239,0.7471195655696814,166.24165395149228,0.10284934346117591,0.22566473371657783
4,61251107_4,1213,0.579383504961762,168.97655519464112,0.18048322195719388,0.24578224757144077
