elevation_m_nap,depth_m,qc_mpa,fs_mpa,col_4,col_5,col_6,col_7,rf_percent,col_9,corrected_depth,qt_mpa,qt_over_pa,Isbt,Bqt,peat_boundary_qt_over_pa,organic_clay_boundary_qt_over_pa,soil_type,used_organic_boundary_qt_over_pa,distance_to_used_organic_boundary,layer_id,soil_layer_number,layer_top_depth_m,layer_bottom_depth_m,layer_top_elevation_m_nap,layer_bottom_elevation_m_nap
1.47,0.02,0.03,0.001,1.0,0.2,1.0,0.0,0.9434,40.0,0.02,0.03,0.3,4.167778653056029,,,,"Soil, fine grain",,,"Soil, fine grain 1",1,0.02,0.36,1.47,1.13
1.45,0.04,0.06,0.002,0.6,-0.4,0.4,2.3,1.1009,41.0,0.039999,0.06,0.6,3.9015067450719663,,,,"Soil, fine grain",,,"Soil, fine grain 1",1,0.02,0.36,1.47,1.13
1.43,0.06,0.09,0.002,0.8,-0.8,-0.2,2.4,0.75269,42.0,0.059997,0.09,0.9,3.6828138297344704,,,,"Soil, fine grain",,,"Soil, fine grain 1",1,0.02,0.36,1.47,1.13
1.41,0.08,0.12,0.003,1.8,-1.0,-1.6,2.4,0.81633,42.0,0.079987,0.12,1.2,3.574740817756007,,,,Clay & silt,,,"Soil, fine grain 1",1,0.02,0.36,1.47,1.13
1.39,0.1,0.23,0.004,2.0,-0.4,-2.0,2.3,0.74592,43.0,0.099975,0.23,2.3,3.294743116332456,,,,Clay & silt,,,"Soil, fine grain 1",1,0.02,0.36,1.47,1.13
1.37,0.12,0.56,0.006,2.0,2.0,0.4,2.4,0.77544,44.0,0.11996,0.56,5.6,2.939278418907406,,,,Silty clay / clayey silt,,,"Soil, fine grain 1",1,0.02,0.36,1.47,1.13
1.35,0.14,0.77,0.007,1.9333,1.0,1.4,2.4,0.67797,45.0,0.13995,0.77,7.7,2.7891869137447705,,,,Silty clay / clayey silt,,,"Soil, fine grain 1",1,0.02,0.36,1.47,1.13
1.33,0.16,1.08,0.009,1.8667,-0.8,-3.9,2.3,0.67925,46.0,0.15994,1.08,10.8,2.653991366542378,,,,Silty clay / clayey silt,,,"Soil, fine grain 1",1,0.02,0.36,1.47,1.13
1.31,0.18,1.38,0.01,1.8,-0.2,1.8,2.3,0.60241,47.0,0.17993,1.38,13.8,2.535596148579306,,,,Sand mixtures,,,"Soil, fine grain 1",1,0.02,0.36,1.47,1.13
1.29,0.2,1.96,0.012,3.8,-1.0,-3.7,2.4,0.60339,47.0,0.19989,1.96,19.6,2.3966153619478425,,,,Sand mixtures,,,"Soil, fine grain 1",1,0.02,0.36,1.47,1.13
1.27,0.22,2.16,0.013,3.2,1.0,0.8,2.4,0.55884,48.0,0.21986,2.16,21.6,2.3443981866650505,,,,Sand mixtures,,,"Soil, fine grain 1",1,0.02,0.36,1.47,1.13
1.25,0.24,2.46,0.014,2.6,0.6,0.4,2.3,0.52706,49.0,0.23984,2.46,24.6,2.2824572717024143,,,,Sand mixtures,,,"Soil, fine grain 1",1,0.02,0.36,1.47,1.13
1.23,0.26,2.91,0.017,2.0,-0.6,2.0,2.4,0.57071,50.0,0.25982,2.91,29.1,2.231110157251275,,,,Sand mixtures,,,"Soil, fine grain 1",1,0.02,0.36,1.47,1.13
1.21,0.28,3.19,0.019,1.5,0.6,1.4,2.4,0.57971,51.0,0.27982,3.19,31.9,2.1983363117529553,,,,Sand mixtures,,,"Soil, fine grain 1",1,0.02,0.36,1.47,1.13
1.19,0.3,3.47,0.021,1.4333,-0.6,1.0,2.3,0.58051,52.0,0.29981,3.47,34.7,2.1659893518421014,,,,Sand mixtures,,,"Soil, fine grain 1",1,0.02,0.36,1.47,1.13
1.17,0.32,3.72,0.023,1.3667,-0.8,-1.0,2.4,0.57321,52.0,0.3198,3.72,37.2,2.136594236854641,,,,Sand mixtures,,,"Soil, fine grain 1",1,0.02,0.36,1.47,1.13
1.15,0.34,3.96,0.025,1.3,0.6,-1.2,2.4,0.56306,53.0,0.3398,3.96,39.6,2.1089100729738655,,,,Sand mixtures,,,"Soil, fine grain 1",1,0.02,0.36,1.47,1.13
1.13,0.36,4.35,0.027,1.8,0.0,1.8,2.3,0.54795,54.0,0.35979,4.35,43.5,2.0672725449679916,,,,Sand mixtures,,,Sand 1,1,0.36,3.66,1.13,-2.17
1.1099999999999999,0.38,4.88,0.028,1.5333,0.2,0.0,2.4,0.51212,55.0,0.37978,4.88,48.8,2.009417765381341,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
1.0899999999999999,0.4,5.62,0.03,1.2667,-0.2,0.2,2.3,0.4971,56.0,0.39978,5.62,56.2,1.9491475867589607,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
1.07,0.42,6.33,0.033,1.0,0.0,1.0,2.4,0.49736,57.0,0.41977,6.33,63.3,1.9038117118499724,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
1.05,0.44,7.09,0.035,0.4,-0.4,-0.2,2.4,0.48493,57.0,0.43977,7.09,70.9,1.855414013524755,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
1.03,0.46,7.79,0.038,0.3,-0.2,0.2,2.3,0.49024,58.0,0.45977,7.79,77.9,1.8221932054489034,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
1.01,0.48,8.26,0.041,0.6,-0.2,0.6,2.4,0.4997,59.0,0.47977,8.26,82.6,1.8044106633951773,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.99,0.5,8.76,0.044,0.6,-0.2,-0.6,2.3,0.51327,60.0,0.49977,8.76,87.6,1.7885153519085315,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.97,0.52,9.01,0.049,0.6,-0.2,0.6,2.4,0.55422,61.0,0.51977,9.01,90.1,1.795756756946395,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.95,0.54,9.15,0.051,0.4,-0.2,-0.4,2.4,0.56541,62.0,0.53977,9.15,91.5,1.794798334890277,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.9299999999999999,0.56,9.25,0.055,0.4,-0.4,0.2,2.3,0.60249,62.0,0.55977,9.25,92.5,1.8059594061010125,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.91,0.58,9.27,0.056,0.4,-0.2,0.4,2.4,0.61077,63.0,0.57977,9.27,92.7,1.8084687630763359,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.89,0.6,9.24,0.057,0.8,-0.2,0.8,2.4,0.62125,64.0,0.59977,9.24,92.4,1.8137562182031908,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.87,0.62,9.22,0.057,0.3,-0.2,0.2,2.3,0.62244,65.0,0.61977,9.22,92.2,1.815001026846188,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.85,0.64,9.13,0.057,1.1,-0.4,1.0,2.4,0.62603,66.0,0.63976,9.13,91.3,1.8199297138698163,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.83,0.66,9.08,0.056,1.0,0.0,0.2,2.4,0.62084,67.0,0.65976,9.08,90.8,1.8198934733335406,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.8099999999999999,0.68,9.06,0.055,0.9,-0.2,0.4,2.4,0.61728,67.0,0.67976,9.06,90.6,1.8193007939409187,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.79,0.7,9.01,0.054,0.8,0.2,0.8,2.4,0.61591,68.0,0.69976,9.01,90.1,1.8207646877204255,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.77,0.72,8.83,0.052,0.6,0.0,0.6,2.4,0.60395,69.0,0.71975,8.83,88.3,1.8233756470398577,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.75,0.74,8.59,0.051,0.4,-0.2,0.4,2.4,0.60579,70.0,0.73975,8.59,85.9,1.834111935760108,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.73,0.76,8.36,0.049,1.0,-0.2,1.0,2.4,0.59711,71.0,0.75975,8.36,83.6,1.8405949214399004,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.71,0.78,8.08,0.049,1.0,0.0,1.0,2.4,0.61452,72.0,0.77975,8.08,80.8,1.8597925053268558,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.69,0.8,7.87,0.046,0.6,0.0,0.6,2.3,0.5946,72.0,0.79975,7.87,78.7,1.861730030008038,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.67,0.82,7.55,0.045,1.6,-0.2,1.6,2.1,0.5996,73.0,0.81974,7.55,75.5,1.8789254189111504,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.65,0.84,7.36,0.045,1.3333,-0.4,-0.2,2.1,0.61781,74.0,0.83973,7.36,73.6,1.8952119773132163,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.63,0.86,7.15,0.043,1.0667,-0.2,0.2,2.3,0.60756,75.0,0.85973,7.15,71.5,1.902014246948578,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.61,0.88,6.93,0.041,0.8,0.0,0.8,2.4,0.59571,76.0,0.87973,6.93,69.3,1.909084761388461,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.59,0.9,6.74,0.04,0.3,-0.2,-0.2,2.3,0.59546,77.0,0.89973,6.74,67.4,1.9193043055258832,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.57,0.92,6.59,0.044,0.3,-0.2,0.2,2.4,0.66869,78.0,0.91973,6.59,65.9,1.9541428597578123,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.55,0.94,6.43,0.049,0.8,0.0,0.8,2.8,0.75486,78.0,0.93973,6.43,64.3,1.9916961190704643,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.53,0.96,6.31,0.052,1.0,0.2,1.0,2.5,0.80402,79.0,0.95972,6.31,63.1,2.0137098671618974,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.51,0.98,6.23,0.052,0.3,-0.2,-0.2,2.3,0.79344,80.0,0.97972,6.23,62.3,2.015105978755701,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.49,1.0,6.26,0.045,0.4,-0.2,0.4,2.4,0.66019,81.0,0.99972,6.26,62.6,1.9700926299654244,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.47,1.02,6.44,0.0447,0.9,-0.4,0.8,2.3,0.61687,82.0,1.0197,6.44,64.4,1.9441685554290329,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.44999999999999996,1.04,6.74,0.0443,0.4,-0.2,0.4,2.4,0.56094,82.0,1.0397,6.74,67.4,1.9059895973292555,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.42999999999999994,1.06,7.43,0.044,0.6,-0.2,0.6,2.3,0.50669,83.0,1.0597,7.43,74.3,1.8471559643063375,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.4099999999999999,1.08,8.69,0.049,0.3,-0.2,0.2,2.4,0.51028,84.0,1.0797,8.69,86.9,1.7901757300674133,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.3899999999999999,1.1,9.87,0.052,0.3,-0.2,0.2,2.4,0.48958,85.0,1.0997,9.87,98.7,1.7336144244713834,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.3699999999999999,1.12,11.52,0.054,0.3,-0.2,0.2,2.3,0.46198,86.0,1.1197,11.52,115.2,1.6632992152861255,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.3500000000000001,1.14,12.52,0.065,0.6,0.0,0.6,2.4,0.5104,86.0,1.1397,12.52,125.2,1.6566496556811268,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.33000000000000007,1.16,13.61,0.073,0.6,-0.2,0.6,2.4,0.53598,87.0,1.1597,13.61,136.1,1.638950317978361,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
0.31000000000000005,1.18,14.59,0.082,0.2,0.0,0.2,2.4,0.57253,88.0,1.1797,14.59,145.9,1.631435256093387,,,,Sand,,,Sand 1,1,0.36,3.66,1.13,-2.17
