elevation_m_nap,depth_m,qc_mpa,fs_mpa,col_4,col_5,col_6,col_7,rf_percent,col_9,corrected_depth,qt_mpa,qt_over_pa,Isbt,Bqt,peat_boundary_qt_over_pa,organic_clay_boundary_qt_over_pa,soil_type,used_organic_boundary_qt_over_pa,distance_to_used_organic_boundary,layer_id,soil_layer_number,layer_top_depth_m,layer_bottom_depth_m,layer_top_elevation_m_nap,layer_bottom_elevation_m_nap
1.46,0.02,0.0057049,0.00073437,0.22925,0.18333,-0.13764,1.8,0.24187,9.0,0.02,0.0057049,0.057048999999999996,4.752238295041092,,,,"Soil, fine grain",,,"Soil, fine grain 1",1,0.02,0.1,1.46,1.38
1.44,0.04,0.11992,0.0012101,0.35251,0.31667,-0.15488,2.35,0.28821,10.0,0.04,0.11992,1.1992,3.458557565288951,,,,Clay & silt,,,"Soil, fine grain 1",1,0.02,0.1,1.46,1.38
1.42,0.06,0.31752,0.0017787,0.30785,0.28333,-0.1204,2.4,0.31934,11.0,0.059999,0.31752,3.1752000000000002,3.055311074083742,,,,Clay & silt,,,"Soil, fine grain 1",1,0.02,0.1,1.46,1.38
1.4,0.08,0.43547,0.0023033,0.21767,0.2,-0.085915,2.45,0.3262,12.0,0.079999,0.43547,4.3547,2.924516396589939,,,,Silty clay / clayey silt,,,"Soil, fine grain 1",1,0.02,0.1,1.46,1.38
1.38,0.1,0.63951,0.003015,0.21561,0.15,-0.15488,2.4,0.31154,13.0,0.099999,0.63951,6.3951,2.758044843947264,,,,Silty clay / clayey silt,,,Sand mixtures 1,1,0.1,0.48,1.38,1.0
1.3599999999999999,0.12,1.0011,0.0041494,0.16858,0.13333,-0.10316,1.15,0.32921,23.0,0.12,1.0011,10.011000000000001,2.577286949910514,,,,Sand mixtures,,,Sand mixtures 1,1,0.1,0.48,1.38,1.0
1.3399999999999999,0.14,1.3797,0.0049799,0.08504,0.083333,-0.016949,2.2,0.3203,24.0,0.14,1.3797,13.796999999999999,2.4405606696011555,,,,Sand mixtures,,,Sand mixtures 1,1,0.1,0.48,1.38,1.0
1.32,0.16,1.75,0.0056052,0.08504,0.083333,-0.016949,2.4,0.30286,25.0,0.16,1.75,17.5,2.3347590368552793,,,,Sand mixtures,,,Sand mixtures 1,1,0.1,0.48,1.38,1.0
1.3,0.18,2.099,0.0075294,0.061289,0.033333,-0.051432,2.5,0.35216,26.0,0.18,2.099,20.99,2.2807325205430478,,,,Sand mixtures,,,Sand mixtures 1,1,0.1,0.48,1.38,1.0
1.28,0.2,2.461,0.0075773,0.066667,0.066667,0.0,2.45,0.31754,27.0,0.2,2.461,24.61,2.2006294352555837,,,,Sand mixtures,,,Sand mixtures 1,1,0.1,0.48,1.38,1.0
