cpt_name,original_cpt_folder,n_points,centre_rf_percent,centre_qt_over_pa,std_log10_rf_percent,std_log10_qt_over_pa
16,61251107_16,1094,0.7593038802074362,173.05621430567913,0.10826253975555791,0.27048602580734205
2,61251107_2,1121,0.659711512666509,161.41383816327271,0.18783262613804405,0.28357949382415215
206,61251107_206,1066,0.6241675968851179,176.43595228917334,0.11322823559178767,0.22307913918521954
8,61251107_8,1034,0.5438847348709752,130.841444739461,0.10299924202063965,0.18968797449088445
