cpt_name,n_points,centre_rf_percent,centre_qt_over_pa,std_log10_rf_percent,std_log10_qt_over_pa
61251107_16,1600,0.8226763797855603,211.7154154018808,0.1188958333447177,0.2640930507300455
61251107_2,1121,0.659711512666509,161.41383816327271,0.18783262613804405,0.28357949382415215
61251107_206,1560,0.6998359155279952,196.14854440645772,0.15327167739700093,0.22901762919710014
61251107_8,1034,0.5438847348709752,130.841444739461,0.10299924202063965,0.18968797449088445
