index,soil_id,top_elevation_m_nap,bottom_elevation_m_nap,qc_mpa_mean,gamma_unsat_kn_m3,gamma_sat_kn_m3,E100_mpa,c_prime_kpa,phi_prime_deg,dilatancy_deg,interpolation_status
1,Clay & silt 1,1.57,1.39,1.57,18.2,18.2,3.32,5.64,22.7,0.0,interpolated
2,Sand 1,1.39,-1.73,6.83,17.2,19.2,20.49,0.0,30.5,0.5,interpolated
3,Sand 2,-1.73,-28.49,20.32,18.8,20.8,70.29,0.0,35.2,5.2,interpolated
4,Sand 3,-28.49,-33.45,35.71,19.5,21.5,92.5,0.0,37.5,7.5,above_range_clipped
