top_elevation_m_nap,bottom_elevation_m_nap,top_depth_m,bottom_depth_m,soil_type,thickness_m,soil_layer_number,layer_id
3.52,3.44,0.01,0.09,"Soil, fine grain",0.08,1,"Soil, fine grain 1"
3.44,2.84,0.09,0.69,Silty clay / clayey silt,0.6,1,Silty clay / clayey silt 1
2.84,2.42,0.69,1.11,Clay & silt,0.42000000000000015,1,Clay & silt 1
2.42,0.23999999999999977,1.11,3.29,Sand mixtures,2.1799999999999997,1,Sand mixtures 1
0.23999999999999977,-7.48,3.29,11.01,Sand,7.72,1,Sand 1
-7.48,-9.42,11.01,12.95,Sand mixtures,1.9399999999999995,2,Sand mixtures 2
-9.42,-11.0,12.95,14.53,Sand,1.58,2,Sand 2
-11.0,-11.4,14.53,14.93,Sand,0.40000000000000036,3,Sand 3
