soil_id,top_elevation_m_nap,bottom_elevation_m_nap,soil depth_m,qc_mpa_mean,gamma_unsat_kn_m3,gamma_sat_kn_m3,E100_mpa,c_prime_kpa,phi_prime_deg,dilatancy_deg,interpolation_status
Clay & silt 1,1.45,1.27,0.17999999999999994,1.32,17.3,17.3,2.67,3.9,22.5,0.0,interpolated
Sand 1,1.27,-2.27,3.5400000000000005,10.87,17.6,19.6,32.61,0.0,31.5,1.5,interpolated
Sand 2,-2.27,-5.25,2.9799999999999995,10.06,17.5,19.5,30.19,0.0,31.3,1.3,interpolated
Sand 3,-5.25,-23.81,18.560000000000002,20.26,18.8,20.8,70.0,0.0,35.1,5.1,interpolated
