elevation_m_nap,depth_m,qc_mpa,fs_mpa,col_4,col_5,col_6,col_7,rf_percent,col_9,corrected_depth,qt_mpa,qt_over_pa,Isbt,Bqt,peat_boundary_qt_over_pa,organic_clay_boundary_qt_over_pa,soil_type,used_organic_boundary_qt_over_pa,distance_to_used_organic_boundary,layer_id,soil_layer_number,layer_top_depth_m,layer_bottom_depth_m,layer_top_elevation_m_nap,layer_bottom_elevation_m_nap
1.46,0.02,0.71319,0.0040869,0.36475,0.17241,-0.32143,1.6,0.40048,29.0,0.02,0.71319,7.131899999999999,2.7430373703204647,,,,Silty clay / clayey silt,,,Silty clay / clayey silt 1,1,0.02,0.2,1.46,1.28
1.44,0.04,0.82594,0.0040789,0.40584,0.15517,-0.375,1.7,0.37147,30.0,0.039999,0.82594,8.259400000000001,2.672461690855335,,,,Silty clay / clayey silt,,,Silty clay / clayey silt 1,1,0.02,0.2,1.46,1.28
1.42,0.06,1.0275,0.0041028,0.444,0.2069,-0.39286,1.7,0.34704,31.0,0.059999,1.0275,10.275,2.573133032971394,,,,Sand mixtures,,,Silty clay / clayey silt 1,1,0.02,0.2,1.46,1.28
1.4,0.08,1.1984,0.0040802,0.49953,0.22414,-0.44643,1.75,0.31664,32.0,0.079998,1.1984,11.983999999999998,2.497598924577098,,,,Sand mixtures,,,Silty clay / clayey silt 1,1,0.02,0.2,1.46,1.28
1.38,0.1,1.3374,0.0041968,0.47639,0.24138,-0.41071,1.75,0.28096,33.0,0.099997,1.3374,13.373999999999999,2.437251826363544,,,,Sand mixtures,,,Silty clay / clayey silt 1,1,0.02,0.2,1.46,1.28
1.3599999999999999,0.12,1.4857,0.0040208,0.50055,0.25862,-0.42857,1.8,0.2326,35.0,0.12,1.4857,14.857000000000001,2.3717570520874727,,,,Sand mixtures,,,Silty clay / clayey silt 1,1,0.02,0.2,1.46,1.28
1.3399999999999999,0.14,1.6872,0.0043022,0.48535,0.25862,-0.41071,1.75,0.21693,36.0,0.14,1.6872,16.872,2.3107992826759682,,,,Sand mixtures,,,Silty clay / clayey silt 1,1,0.02,0.2,1.46,1.28
1.32,0.16,2.0332,0.0042242,0.50055,0.25862,-0.42857,1.75,0.18149,37.0,0.16,2.0332,20.331999999999997,2.21421886553525,,,,Sand mixtures,,,Silty clay / clayey silt 1,1,0.02,0.2,1.46,1.28
1.3,0.18,2.3542,0.0041696,0.49475,0.27586,-0.41071,1.8,0.15346,38.0,0.17999,2.3542,23.542,2.137075900116823,,,,Sand mixtures,,,Silty clay / clayey silt 1,1,0.02,0.2,1.46,1.28
1.28,0.2,2.7051,0.004195,0.51478,0.31034,-0.41071,1.75,0.13324,39.0,0.19999,2.7051,27.051,2.0667534510550287,,,,Sand mixtures,,,Sand 1,1,0.2,2.52,1.28,-1.04
1.26,0.22,3.0644,0.0040268,0.53942,0.32759,-0.42857,1.75,0.11162,41.0,0.21999,3.0644,30.644000000000002,2.0016421127375628,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
1.24,0.24,3.9531,0.0040086,0.56829,0.18966,-0.53571,1.65,0.098401,54.0,0.23999,3.9531,39.531,1.8851341582783596,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
1.22,0.26,4.4534,0.0041038,0.60773,0.2069,-0.57143,2.2,0.090345,55.0,0.25999,4.4534,44.534000000000006,1.8297830927279253,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
1.2,0.28,4.936,0.0041663,0.62455,0.2069,-0.58929,2.2,0.083182,56.0,0.27999,4.936,49.36,1.782134696129452,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
1.18,0.3,5.3624,0.0042734,0.60208,0.18966,-0.57143,2.2,0.078224,57.0,0.29999,5.3624,53.623999999999995,1.7443268995545926,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
1.16,0.32,5.7614,0.004104,0.56829,0.18966,-0.53571,2.2,0.070405,58.0,0.31999,5.7614,57.614,1.7108081878685195,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
1.14,0.34,6.1034,0.004297,0.63047,0.22414,-0.58929,2.15,0.06981,59.0,0.33999,6.1034,61.034,1.6856404459571372,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
1.12,0.36,6.4357,0.0049217,0.61381,0.22414,-0.57143,2.2,0.076491,60.0,0.35999,6.4357,64.357,1.6646318052531068,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
1.1,0.38,6.6989,0.0057658,0.64834,0.17241,-0.625,2.2,0.086521,60.0,0.37998,6.6989,66.98899999999999,1.6514877185454129,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
1.08,0.4,6.8812,0.0054384,0.63607,0.18966,-0.60714,2.2,0.079353,61.0,0.39998,6.8812,68.812,1.6367087773313644,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
1.06,0.42,7.0634,0.01047,0.63607,0.18966,-0.60714,2.2,0.14927,62.0,0.41998,7.0634,70.634,1.6681758342239343,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
1.04,0.44,7.1677,0.014591,0.68739,0.18966,-0.66071,2.2,0.20554,63.0,0.43998,7.1677,71.67699999999999,1.7002872840227636,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
1.02,0.46,7.2011,0.02102,0.62666,0.15517,-0.60714,2.2,0.29223,64.0,0.45998,7.2011,72.01100000000001,1.7523415745103939,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
1.0,0.48,7.2759,0.032399,0.67533,0.2069,-0.64286,2.25,0.45027,65.0,0.47998,7.2759,72.759,1.8300227921490617,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
0.98,0.5,7.3912,0.036032,0.66132,0.15517,-0.64286,2.4,0.50374,66.0,0.49998,7.3912,73.912,1.8478578170952809,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
0.96,0.52,7.1124,0.037095,0.70013,0.17241,-0.67857,2.4,0.52266,67.0,0.51997,7.1124,71.124,1.8703280597471386,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
0.94,0.54,7.45,0.039284,0.76588,0.15517,-0.75,2.2,0.55854,68.0,0.53997,7.45,74.5,1.8676987333383273,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
0.9199999999999999,0.56,6.9031,0.0408,0.75217,0.17241,-0.73214,2.2,0.58654,69.0,0.55997,6.9031,69.031,1.9070262587698514,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
0.9,0.58,6.7227,0.037633,0.73094,0.15517,-0.71429,2.3,0.54988,69.0,0.57997,6.7227,67.227,1.9025711761607869,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
0.88,0.6,6.7219,0.034527,0.7135,0.15517,-0.69643,2.35,0.51201,70.0,0.59997,6.7219,67.219,1.8871647516091334,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
0.86,0.62,6.6897,0.028824,0.7135,0.15517,-0.69643,2.4,0.43787,71.0,0.61997,6.6897,66.89699999999999,1.856502855035299,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
0.84,0.64,6.6568,0.021136,0.72441,0.12069,-0.71429,2.4,0.32655,72.0,0.63996,6.6568,66.568,1.8028911859843089,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
0.82,0.66,6.4949,0.02005,0.76081,0.2069,-0.73214,2.35,0.31487,73.0,0.65996,6.4949,64.94900000000001,1.80631629638554,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
0.7999999999999999,0.68,6.3086,0.018989,0.73094,0.15517,-0.71429,2.4,0.30379,74.0,0.67996,6.3086,63.086000000000006,1.8118314763516268,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
0.78,0.7,6.1656,0.018354,0.76081,0.2069,-0.73214,2.35,0.29968,74.0,0.69996,6.1656,61.656000000000006,1.8187399134382953,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
0.76,0.72,6.0206,0.017811,0.69608,0.15517,-0.67857,2.4,0.29718,75.0,0.71996,6.0206,60.206,1.8269082704790902,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
0.74,0.74,5.885,0.016894,0.69245,0.13793,-0.67857,2.3,0.28785,76.0,0.73996,5.885,58.85,1.8308819866367163,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
0.72,0.76,5.7838,0.016071,0.69245,0.13793,-0.67857,2.3,0.27946,77.0,0.75996,5.7838,57.838,1.8331714071298615,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
0.7,0.78,5.6801,0.015341,0.66557,0.17241,-0.64286,2.3,0.27227,78.0,0.77995,5.6801,56.801,1.836425638104869,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
0.6799999999999999,0.8,5.6064,0.014617,0.7135,0.15517,-0.69643,2.35,0.26477,79.0,0.79995,5.6064,56.06399999999999,1.8374462599894807,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
0.66,0.82,5.5028,0.01392,0.7484,0.15517,-0.73214,2.35,0.25701,80.0,0.81995,5.5028,55.02799999999999,1.8405753637105249,,,,Sand,,,Sand 1,1,0.2,2.52,1.28,-1.04
