cpt_name,n_points,centre_rf_percent,centre_qt_over_pa,std_log10_rf_percent,std_log10_qt_over_pa
61251107_1,1169,0.7295082177366661,161.1312554673043,0.1444683210933359,0.22158457083444943
61251107_13,1650,0.7766191477935116,171.34799782569547,0.11223199030698681,0.23617588696041444
61251107_14,1738,0.8139423233900901,177.04380686640164,0.17435121804309947,0.313013790356415
61251107_208,1625,0.6696443303483459,191.60231162905268,0.11772669648213806,0.22810897680753092
61251107_5,1160,0.5234109652376605,150.7670081798188,0.14001312556473336,0.23511863215106582
61251107_6,1035,0.48705430223210544,91.6187146188578,0.11492071507837345,0.16150065681604617
