z_m_nap,depth_m,qc_mpa,qc_kPa,qt_kPa,sigma_v0_kPa,sigma_v0_eff_kPa,fs_kPa,Qt,Dr
-19.49,18.12,26.143,26143.0,26211.04,308.952,129.152,153.0,200.55506689791875,0.7569771970483632
-19.51,18.14,26.351,26351.0,26419.039999999997,309.362,129.36200000000002,156.0,201.83421715805252,0.7593873793263555
-19.53,18.16,26.451,26451.0,26519.04,309.77200000000005,129.572,158.0,202.2757077146297,0.7602174645917907
-19.55,18.18,26.453,26453.0,26521.04,310.182,129.782,159.0,201.96065710190933,0.7596252028879756
-19.57,18.2,26.407,26407.0,26475.04,310.592,129.992,160.0,201.27737091513325,0.7583391079290758
-19.59,18.22,26.221,26221.0,26289.88,311.002,130.202,160.0,199.5274880570191,0.7550354543369264
-19.61,18.24,25.95,25950.0,26018.88,311.412,130.41199999999998,159.0,197.12501917001507,0.7504760758916685
-19.630000000000003,18.26,25.751,25751.0,25820.3,311.82200000000006,130.622,160.0,195.2846993615164,0.7469647139524376
-19.65,18.28,25.556,25556.0,25624.88,312.23199999999997,130.832,160.0,193.4744405038523,0.7434945297211623
-19.67,18.3,25.182,25182.0,25250.46,312.64200000000005,131.042,160.0,190.3040094015659,0.7373776109615284
-19.69,18.32,24.749,24749.0,24817.46,313.052,131.252,160.0,186.6974065157102,0.7303568726817443
-19.71,18.34,24.404,24404.0,24472.04,313.46200000000005,131.46200000000002,160.0,183.76852626614533,0.7246053630694342
-19.73,18.36,24.204,24204.0,24272.04,313.872,131.672,159.0,181.95339935597548,0.7210179299454259
-19.75,18.38,24.201,24201.0,24269.46,314.28200000000004,131.882,159.0,181.640997255122,0.720398693691054
-19.77,18.4,24.172,24172.0,24240.88,314.692,132.09199999999998,157.0,181.13275595796873,0.7193901305132777
-19.790000000000003,18.42,24.021,24021.0,24089.88,315.1020000000001,132.30200000000002,155.0,179.7008208492691,0.7165409386156505
-19.81,18.44,23.797,23797.0,23865.88,315.512,132.51199999999997,152.0,177.72253078966438,0.7125858961550117
-19.83,18.46,23.633,23633.0,23701.879999999997,315.92199999999997,132.72199999999998,150.0,176.20257380087705,0.7095321875329991
