z_m_nap,depth_m,qc_mpa,qc_kPa,qt_kPa,sigma_v0_kPa,sigma_v0_eff_kPa,fs_kPa,Qt,Dr
-19.85,18.48,23.526,23526.0,23594.88,316.33200000000005,132.93200000000002,148.0,175.11620979147233,0.7073415214559621
-19.87,18.5,23.357,23357.0,23426.300000000003,316.742,133.142,147.0,173.57075903922131,0.7042133585766286
-19.89,18.52,23.101,23101.0,23170.3,317.15200000000004,133.352,145.0,171.37461755354252,0.6997440706706223
-19.91,18.54,22.774,22774.0,22843.3,317.562,133.562,144.0,168.65379374372947,0.6941671139754039
-19.93,18.56,22.477,22477.0,22546.3,317.972,133.772,145.0,166.16577460156086,0.6890278339838382
-19.95,18.58,22.296,22296.0,22365.300000000003,318.382,133.982,145.0,164.5513427176785,0.6856724389087557
-19.97,18.6,22.142,22142.0,22211.72,318.792,134.19199999999998,142.0,163.1462978418982,0.6827388077063442
-19.99,18.62,21.877,21877.0,21946.719999999998,319.202,134.402,139.0,160.9166381452657,0.678057389364785
-20.01,18.64,21.479,21479.0,21548.72,319.612,134.61200000000002,137.0,157.70591032003088,0.6712587542819001
-20.03,18.66,21.133,21133.0,21202.3,320.02200000000005,134.822,135.0,154.88776312471256,0.6652341437949554
-20.05,18.68,20.862,20862.0,20931.3,320.432,135.032,132.0,152.63691569405768,0.660382823377163
-20.07,18.7,20.584,20584.0,20654.140000000003,320.842,135.242,130.0,150.34751038878457,0.6554115618422728
