index,soil_id,top_elevation_m_nap,bottom_elevation_m_nap,qc_mpa_mean,gamma_unsat_kn_m3,gamma_sat_kn_m3,E100_mpa,c_prime_kpa,phi_prime_deg,dilatancy_deg,interpolation_status
1,Clay & silt 1,1.54,1.18,1.82,18.8,18.8,4.44,7.87,23.3,0.0,interpolated
2,Sand 1,1.18,-1.6,14.79,18.0,20.0,44.38,0.0,32.4,2.4,interpolated
3,Sand mixtures 1,-1.6,-2.12,3.81,18.5,20.5,22.5,0.0,27.5,0.0,below_range_clipped
4,Sand 2,-2.12,-15.66,12.97,17.8,19.8,38.9,0.0,32.0,2.0,interpolated
5,Sand mixtures 2,-15.66,-15.96,3.32,18.5,20.5,22.5,0.0,27.5,0.0,below_range_clipped
6,Sand 3,-15.96,-17.88,8.8,17.4,19.4,26.39,0.0,30.9,0.9,interpolated
7,Sand 4,-17.88,-21.12,18.93,18.6,20.6,63.68,0.0,34.5,4.5,interpolated
8,Sand 5,-21.12,-33.48,31.86,19.5,21.5,92.5,0.0,37.5,7.5,above_range_clipped
