cpt_name,n_points,centre_rf_percent,centre_qt_over_pa,std_log10_rf_percent,std_log10_qt_over_pa
61251107_10,1094,0.5891572569927486,128.56632181917732,0.11050555470140683,0.2242593411410609
61251107_18,1698,0.7750770838324016,183.27650070194082,0.10528203790221714,0.2541079821450009
61251107_3,1217,0.59609009337924,152.88851108558146,0.18544805866362674,0.2739679138016059
