elevation_m_nap,depth_m,qc_mpa,fs_mpa,col_4,col_5,col_6,col_7,rf_percent,col_9,corrected_depth,qt_mpa,qt_over_pa,Isbt,Bqt,peat_boundary_qt_over_pa,organic_clay_boundary_qt_over_pa,soil_type,used_organic_boundary_qt_over_pa,distance_to_used_organic_boundary,layer_id,soil_layer_number,layer_top_depth_m,layer_bottom_depth_m,layer_top_elevation_m_nap,layer_bottom_elevation_m_nap
1.48,0.02,0.37,0.0344,1.1,1.0,-0.6,0.0,3.4127,72.0,0.02,0.37,3.7,3.390248696794456,,,9.78978690360486,Organic clay,9.78978690360486,-6.0897869036048595,Organic clay 1,1,0.02,0.2,1.48,1.3
1.46,0.04,0.73,0.0349,1.6,1.6,-0.4,2.5,3.1347,73.0,0.039992,0.73,7.3,3.1209124253520346,,,9.09003741359067,Organic clay,9.09003741359067,-1.79003741359067,Organic clay 1,1,0.02,0.2,1.48,1.3
1.44,0.06,1.15,0.0355,5.1,-5.1,-0.4,2.5,2.8795,74.0,0.059913,1.15,11.5,2.9368082608985686,,,7.9606199865244,Silty clay / clayey silt,,,Organic clay 1,1,0.02,0.2,1.48,1.3
1.42,0.08,1.3133,0.036,4.1667,0.4,0.6,2.5,2.6766,74.0,0.07986,1.3133,13.133,2.8713626453660086,,,,Silty clay / clayey silt,,,Organic clay 1,1,0.02,0.2,1.48,1.3
1.4,0.1,1.4767,0.038,3.2333,-2.1,-0.4,2.5,2.2402,75.0,0.099828,1.4767,14.766999999999998,2.7855083285410225,,,,Silty clay / clayey silt,,,Organic clay 1,1,0.02,0.2,1.48,1.3
1.38,0.12,1.64,0.039,2.3,2.0,-1.2,2.5,1.7972,76.0,0.11981,1.64,16.4,2.6944691205950355,,,,Silty clay / clayey silt,,,Organic clay 1,1,0.02,0.2,1.48,1.3
1.3599999999999999,0.14,1.95,0.028,2.179,-0.8,0.0,2.5,1.0733,77.0,0.1398,1.95,19.5,2.5132752414103154,,,,Sand mixtures,,,Organic clay 1,1,0.02,0.2,1.48,1.3
1.34,0.16,2.13,0.027,2.058,-0.6,-0.8,2.5,0.9005,78.0,0.15978,2.13,21.3,2.4425294112519387,,,,Sand mixtures,,,Organic clay 1,1,0.02,0.2,1.48,1.3
1.32,0.18,3.18,0.0233,2.1387,-0.8,0.4,2.5,0.69328,78.0,0.17977,3.18,31.8,2.235368034092022,,,,Sand mixtures,,,Organic clay 1,1,0.02,0.2,1.48,1.3
1.3,0.2,4.52,0.0222,2.2193,1.2,-0.2,2.5,0.60061,79.0,0.19976,4.52,45.2,2.071451085426787,,,,Sand mixtures,,,Sand 1,1,0.2,2.52,1.3,-1.02
1.28,0.22,4.66,0.022,2.3,-2.1,-0.8,2.6,0.5519,80.0,0.21974,4.66,46.6,2.0422998611497567,,,,Sand,,,Sand 1,1,0.2,2.52,1.3,-1.02
1.26,0.24,4.43,0.0219,2.2,-2.1,0.2,2.5,0.50827,81.0,0.23973,4.43,44.3,2.0452761059670395,,,,Sand,,,Sand 1,1,0.2,2.52,1.3,-1.02
1.24,0.26,4.3767,0.0217,1.0,-1.0,0.2,2.4,0.4785,82.0,0.25972,4.3767,43.766999999999996,2.0382570038332877,,,,Sand,,,Sand 1,1,0.2,2.52,1.3,-1.02
1.22,0.28,4.3233,0.022,3.7,3.7,0.0,2.5,0.47248,82.0,0.27968,4.3233,43.23299999999999,2.040626120944177,,,,Sand,,,Sand 1,1,0.2,2.52,1.3,-1.02
1.2,0.3,4.27,0.023,0.2,0.2,0.0,2.5,0.47718,83.0,0.29968,4.27,42.7,2.047353256915075,,,,Sand,,,Sand 1,1,0.2,2.52,1.3,-1.02
1.18,0.32,4.71,0.026,0.8,0.2,-0.8,2.5,0.51511,84.0,0.31968,4.71,47.1,2.0242458929001783,,,,Sand,,,Sand 1,1,0.2,2.52,1.3,-1.02
1.16,0.34,4.99,0.029,0.2,0.2,0.0,2.5,0.54367,85.0,0.33968,4.99,49.9,2.0130308849596203,,,,Sand,,,Sand 1,1,0.2,2.52,1.3,-1.02
1.1400000000000001,0.36,5.49,0.032,0.3,-0.2,0.2,2.5,0.56251,85.0,0.35968,5.49,54.9,1.9838176751448588,,,,Sand,,,Sand 1,1,0.2,2.52,1.3,-1.02
