top_elevation_m_nap,bottom_elevation_m_nap,top_depth_m,bottom_depth_m,soil_type,thickness_m,soil_layer_number,layer_id
1.48,1.3,0.02,0.2,Organic clay,0.18000000000000002,1,Organic clay 1
1.3,-1.02,0.2,2.52,Sand,2.32,1,Sand 1
-1.02,-2.02,2.52,3.52,Peat,1.0,1,Peat 1
-2.02,-33.6,3.52,35.1,Sand,31.580000000000002,2,Sand 2
