z_m_nap,depth_m,qc_mpa,qc_kPa,qt_kPa,sigma_v0_kPa,sigma_v0_eff_kPa,fs_kPa,Qt,Dr
-18.46,17.14,5.306,5306.0,5353.88,301.6700000000001,131.07000000000002,32.0,38.54589150835431,0.3318600888858105
-18.48,17.16,6.029,6029.0,6080.24,302.0844298093588,131.28442980935876,37.0,44.01249697760228,0.3546124523540847
-18.5,17.18,6.665,6665.0,6720.0199999999995,302.4988596187176,131.49885961871752,41.0,48.802865355554864,0.37341231656003016
-18.52,17.2,7.301,7301.0,7358.96,302.9132894280763,131.71328942807625,41.0,53.57125876371776,0.39122977816739346
-18.54,17.22,7.968,7968.0,8028.4800000000005,303.327719237435,131.927719237435,41.0,58.555945069127844,0.4090265274985329
-18.56,17.24,8.587,8587.0,8649.58,303.74214904679377,132.14214904679375,45.0,63.158030281449456,0.424795851074202
-18.58,17.26,9.165,9165.0,9228.84,304.1565788561525,132.3565788561525,52.0,67.42908813655083,0.438924295901927
-18.6,17.28,9.684,9684.0,9748.679999999998,304.57100866551133,132.5710086655113,56.0,71.23811673759556,0.4511512788335307
-18.62,17.3,10.21,10210.0,10275.52,304.9854384748701,132.78543847487003,59.0,75.08755987134897,0.46318018669488803
-18.64,17.32,10.742,10742.0,10807.52,305.39986828422883,132.9998682842288,62.0,78.96338746194924,0.4749838717922032
-18.66,17.34,11.3,11300.0,11365.52,305.8142980935876,133.21429809358753,67.0,83.02191176307964,0.48703743406459793
-18.68,17.36,11.98,11980.0,12045.1,306.22872790294633,133.4287279029463,73.0,87.97858944316476,0.5013655337266835
-18.7,17.38,12.583,12583.0,12648.099999999999,306.6431577123051,133.64315771230503,79.0,92.34634270506591,0.5136600952410508
-18.72,17.4,13.178,13178.0,13243.1,307.05758752166383,133.8575875216638,86.0,96.64033733152961,0.5254666968692269
-18.74,17.42,13.783,13783.0,13848.52,307.4720173310225,134.07201733102252,93.0,100.99831607095356,0.5371839697399594
-18.76,17.44,14.324,14324.0,14389.519999999999,307.8864471403814,134.2864471403813,101.0,104.86265630468918,0.547364220096609
-18.78,17.46,14.817,14817.0,14882.52,308.3008769497401,134.50087694974005,107.0,108.35779999037716,0.5564114612930079
-18.8,17.48,15.241,15241.0,15306.94,308.71530675909884,134.7153067590988,111.0,111.33274350227396,0.5639978305486998
-18.82,17.5,15.537,15537.0,15602.94,309.1297365684576,134.92973656845754,114.0,113.34647685813958,0.5690756335826914
-18.84,17.52,15.751,15751.0,15816.94,309.54416637781634,135.1441663778163,116.0,114.74706048553271,0.5725807753010742
-18.86,17.54,15.967,15967.0,16032.94,309.9585961871751,135.35859618717504,116.0,116.15798217994926,0.5760902265145359
-18.88,17.56,16.238,16238.0,16304.359999999999,310.37302599653384,135.5730259965338,114.0,117.97322407196535,0.580574159338262
-18.9,17.58,16.575,16575.0,16641.36,310.7874558058926,135.78745580589253,114.0,120.2656935228139,0.5861879111752815
-18.92,17.6,16.997,16997.0,17063.36,311.2018856152514,136.00188561525133,114.0,123.1759253822151,0.5932379079069016
-18.94,17.62,17.531,17531.0,17597.359999999997,311.61631542461015,136.2163154246101,113.0,126.89921637281628,0.6021371850638506
-18.96,17.64,18.106,18106.0,18172.36,312.0307452339689,136.43074523396882,112.0,130.91132225464915,0.6115818418650096
-18.98,17.66,18.806,18806.0,18872.36,312.4451750433276,136.64517504332758,112.0,135.8256141797299,0.622955201736575
-19.0,17.68,19.738,19738.0,19804.36,312.85960485268635,136.85960485268632,115.0,142.4196746448865,0.6378976063039014
-19.02,17.7,20.877,20877.0,20943.359999999997,313.2740346620451,137.07403466204508,120.0,150.50323729217763,0.6557509049984009
