z_m_nap,depth_m,qc_mpa,qc_kPa,qt_kPa,sigma_v0_kPa,sigma_v0_eff_kPa,fs_kPa,Qt,Dr
-20.34,18.86,18.804,18804.0,18874.14,328.6437540106952,140.84375401069516,115.0,131.6742540431081,0.6133613571206458
-20.36,18.88,18.652,18652.0,18722.56,329.0534688057041,141.05346880570409,108.0,130.40095140468094,0.6103885212473421
-20.38,18.9,18.483,18483.0,18553.14,329.463183600713,141.26318360071298,101.0,129.00514027709698,0.6071129343684089
-20.4,18.92,18.182,18182.0,18252.559999999998,329.8728983957219,141.4728983957219,98.0,126.6863639951145,0.6016319805213495
-20.42,18.94,17.867,17867.0,17937.56,330.2826131907309,141.68261319073082,103.0,124.27267531483656,0.5958731296289662
-20.44,18.96,17.192,17192.0,17262.98,330.6923279857398,141.89232798573974,107.0,119.33194635946747,0.5839078850040536
-20.46,18.98,16.47,16470.0,16541.399999999998,331.10204278074866,142.10204278074866,109.0,114.07505226529612,0.5709016734587392
-20.48,19.0,15.748,15748.0,15819.4,331.5117575757576,142.31175757575755,110.0,108.83070033183657,0.5576242983326333
-20.5,19.02,15.538,15538.0,15609.400000000001,331.9214723707665,142.52147237076647,108.0,107.19422325279668,0.55341594600599
-20.52,19.04,15.249,15249.0,15320.4,332.3311871657754,142.73118716577537,110.0,105.00906711737994,0.5477462058742689
-20.54,19.06,14.924,14924.0,14995.4,332.7409019607843,142.9409019607843,111.0,102.57847052106824,0.5413698775753129
-20.56,19.08,14.731,14731.0,14802.4,333.1506167557932,143.15061675579318,110.0,101.07710124594101,0.5373934478997169
-20.58,19.1,14.519,14519.0,14590.400000000001,333.5603315508021,143.3603315508021,109.0,99.44759135407729,0.5330440650615704
-20.6,19.12,14.32,14320.0,14391.400000000001,333.9700463458111,143.57004634581105,108.0,97.91339009388253,0.5289163857599599
-20.62,19.14,14.145,14145.0,14216.4,334.37976114082,143.77976114081994,107.0,96.55058631835486,0.525222636652727
-20.64,19.16,13.997,13997.0,14068.4,334.7894759358289,143.98947593582886,106.0,95.37926598319426,0.522026999803087
-20.66,19.18,13.875,13875.0,13946.400000000001,335.1991907308378,144.19919073083776,106.0,94.39165879006792,0.519317295770041
-20.68,19.2,13.755,13755.0,13826.4,335.6089055258467,144.40890552584668,104.0,93.42076962185367,0.5166396080769143
-20.7,19.22,13.636,13636.0,13707.82,336.01862032085563,144.6186203208556,102.0,92.46251520040799,0.5139830881053467
-20.72,19.24,13.546,13546.0,13617.4,336.4283351158645,144.8283351158645,101.0,91.70147301810236,0.5118634667791301
-20.74,19.26,13.475,13475.0,13546.82,336.8380499108734,145.0380499108734,100.0,91.07942335274588,0.5101244199849565
-20.76,19.28,13.379,13379.0,13450.82,337.2477647058824,145.24776470588233,98.0,90.28415867086343,0.5078924483191395
-20.78,19.3,13.276,13276.0,13347.82,337.6574795008913,145.45747950089125,97.0,89.44306312154538,0.5055211260854496
-20.8,19.32,13.238,13238.0,13309.82,338.0671942959002,145.66719429590017,96.0,89.05061203659905,0.50441086437999
-20.82,19.34,13.188,13188.0,13260.24,338.4769090909091,145.87690909090907,95.0,88.57990734404973,0.503075987853155
-20.84,19.36,13.161,13161.0,13232.82,338.886623885918,146.086623885918,94.0,88.26224491424497,0.5021731201608948
-20.86,19.38,13.139,13139.0,13211.24,339.2963386809269,146.29633868092688,93.0,87.9854121940321,0.5013849738304378
-20.88,19.4,13.104,13104.0,13176.66,339.70605347593585,146.5060534759358,93.0,87.6206384784816,0.5003445626436749
-20.9,19.42,13.039,13039.0,13111.24,340.1157682709447,146.7157682709447,93.0,87.04670521947043,0.4987031903403364
-20.92,19.44,12.964,12964.0,13036.66,340.5254830659537,146.92548306595364,93.0,86.41206584452648,0.49688189411433287
-20.94,19.46,12.903,12903.0,12975.66,340.9351978609626,147.13519786096256,93.0,85.87153166490043,0.49532538126799736
-20.96,19.48,12.858,12858.0,12930.66,341.3449126559715,147.34491265597146,93.0,85.44112491171116,0.4940824827371905
-20.98,19.5,12.841,12841.0,12913.66,341.7546274509804,147.55462745098038,93.0,85.20170183565116,0.4933897382558196
-21.0,19.52,12.846,12846.0,12919.08,342.1643422459893,147.76434224598927,93.0,85.11468644320638,0.4931377276270404
-21.02,19.54,12.884,12884.0,12957.08,342.57405704099824,147.9740570409982,92.0,85.24809142364721,0.4935240374045978
-21.04,19.56,12.91,12910.0,12982.66,342.9837718360071,148.1837718360071,91.0,85.29730395951957,0.4936664691281802
-21.06,19.58,12.884,12884.0,12957.08,343.393486631016,148.393486631016,91.0,85.00161833068334,0.49281007158853324
-21.08,19.6,12.831,12831.0,12904.08,343.80320142602494,148.60320142602492,91.0,84.52224903665024,0.4914184979268841
-21.1,19.62,12.798,12798.0,12871.5,344.2129162210339,148.81291622103384,91.0,84.18145011802616,0.49042678241369136
-21.12,19.64,12.844,12844.0,12917.08,344.6226310160428,149.02263101604277,91.0,84.36609448688696,0.4909643411167948
-21.14,19.66,12.948,12948.0,13021.5,345.0323458110517,149.2323458110517,91.0,84.94450439209116,0.4926444803074559
-21.16,19.68,13.044,13044.0,13117.92,345.44206060606064,149.44206060606058,90.0,85.46775845833027,0.4941594839677058
-21.18,19.7,13.108,13108.0,13181.5,345.8517754010695,149.6517754010695,90.0,85.77010322930789,0.49503276436820076
-21.2,19.72,13.081,13081.0,13154.5,346.2614901960784,149.8614901960784,91.0,85.46717701155684,0.494157803053573
-21.22,19.74,13.1,13100.0,13173.92,346.67120499108734,150.0712049910873,90.0,85.47441726592866,0.49417873361750014
-21.24,19.76,13.229,13229.0,13302.92,347.0809197860962,150.2809197860962,90.0,86.21080506197808,0.49630291747214816
-21.26,19.78,13.359,13359.0,13432.92,347.4906345811052,150.49063458110516,91.0,86.95178541736202,0.49843121152375114
-21.28,19.8,13.435,13435.0,13508.92,347.9003493761141,150.70034937611408,92.0,87.33237650150996,0.4995208461301689
-21.3,19.82,13.456,13456.0,13530.34,348.31006417112303,150.91006417112297,92.0,87.35023742936883,0.4995719236917281
-21.32,19.84,13.582,13582.0,13656.34,348.7197789661319,151.1197789661319,93.0,88.06008261841289,0.5015976834601694
-21.34,19.86,13.728,13728.0,13802.759999999998,349.12949376114085,151.32949376114078,92.0,88.90289772246338,0.5039923404249694
-21.36,19.88,13.853,13853.0,13927.759999999998,349.53920855614973,151.5392085561497,86.0,89.60203052936443,0.5059701587173593
-21.38,19.9,14.085,14085.0,14160.18,349.9489233511586,151.74892335115862,80.0,91.00711077001125,0.5099218729234376
-21.4,19.92,14.436,14436.0,14511.18,350.35863814616755,151.95863814616752,84.0,93.18865669375556,0.515997388403567
-21.42,19.94,14.862,14862.0,14937.18,350.76835294117654,152.16835294117647,90.0,95.8570646598079,0.5233329032264751
-21.44,19.96,15.143,15143.0,15218.6,351.1780677361854,152.37806773618536,94.0,97.56930346435436,0.5279862104918877
-21.46,19.98,15.389,15389.0,15465.02,351.5877825311943,152.58778253119428,98.0,99.04745954597703,0.5319706209556448
-21.48,20.0,15.721,15721.0,15797.02,351.99749732620324,152.7974973262032,101.0,101.08164579227787,0.5374055286872764
-21.5,20.02,16.326,16326.0,16402.02,352.4072121212121,153.0072121212121,102.0,104.89448546493553,0.5474472850419625
-21.52,20.04,17.183,17183.0,17259.02,352.81692691622106,153.216926916221,108.0,110.34161442441727,0.5614817499245501
-21.54,20.06,17.982,17982.0,18058.02,353.22664171122995,153.4266417112299,112.0,115.39582148719407,0.5741971326175956
-21.56,20.08,18.72,18720.0,18796.44,353.6363565062388,153.63635650623883,116.0,120.04192277720956,0.5856423159408811
-21.58,20.1,19.412,19412.0,19488.440000000002,354.04607130124776,153.84607130124772,121.0,124.37362726820292,0.5961151069770788
-21.6,20.12,19.908,19908.0,19984.86,354.4557860962567,154.05578609625667,125.0,127.42399822385337,0.6033809462966715
-21.62,20.14,20.283,20283.0,20359.86,354.86550089126564,154.2655008912656,129.0,129.6789909832744,0.6086964783940806
-21.64,20.16,20.213,20213.0,20289.86,355.2752156862745,154.47521568627448,133.0,129.04713999428301,0.6072117540606242
-21.66,20.18,19.822,19822.0,19898.440000000002,355.68493048128346,154.6849304812834,135.0,126.33910109222539,0.6008068410591719
-21.68,20.2,19.49,19490.0,19566.44,356.09464527629234,154.8946452762923,134.0,124.02201070577605,0.5952718723545596
-21.7,20.22,19.455,19455.0,19531.44,356.5043600713012,155.10436007130122,132.0,123.6260259293421,0.5943208030525076
-21.72,20.24,19.711,19711.0,19787.859999999997,356.91407486631016,155.31407486631014,130.0,125.10743757035081,0.5978710744212115
-21.74,20.26,20.08,20080.0,20156.86,357.32378966131904,155.52378966131903,129.0,127.30873041002748,0.6031079751942728
-21.76,20.28,20.441,20441.0,20517.86,357.73350445632803,155.73350445632798,127.0,129.4527248065437,0.6081652144102755
-21.78,20.3,20.798,20798.0,20874.86,358.1432192513369,155.94321925133687,124.0,131.56530228917137,0.6131075465881551
-21.8,20.32,21.352,21352.0,21428.86,358.55293404634585,156.1529340463458,120.0,134.93378907437014,0.6209066851315562
-21.82,20.34,22.02,22020.0,22096.440000000002,358.96264884135473,156.3626488413547,118.0,139.0196284869378,0.6302372081479385
-21.84,20.36,22.887,22887.0,22964.7,359.3723636363636,156.5723636363636,118.0,144.37623033439087,0.6422643655389242
-21.86,20.38,23.707,23707.0,23784.28,359.78207843137255,156.78207843137253,115.0,149.40800731776318,0.6533605596513267
-21.88,20.4,24.441,24441.0,24518.280000000002,360.19179322638144,156.99179322638142,116.0,153.8812170387644,0.663069091506123
-21.9,20.42,25.144,25144.0,25221.699999999997,360.6015080213904,157.20150802139034,117.0,158.14796438591267,0.6721988744537537
-21.92,20.44,25.943,25943.0,26020.7,361.0112228163993,157.4112228163993,119.0,163.0105421842282,0.6824546917126821
-21.94,20.46,26.596,26596.0,26674.12,361.42093761140825,157.62093761140818,123.0,166.93657239407355,0.6906240912476473
-21.96,20.48,26.902,26902.0,26980.12,361.83065240641713,157.8306524064171,127.0,168.6509492405249,0.6941612600634872
-21.98,20.5,26.975,26975.0,27053.12,362.240367201426,158.040367201426,133.0,168.88646935868258,0.6946457871435167
-22.0,20.52,26.872,26872.0,26950.12,362.65008199643495,158.25008199643491,133.0,168.00920152826544,0.6928392959992659
-22.02,20.54,26.792,26792.0,26870.539999999997,363.05979679144383,158.4597967914438,139.0,167.28205349206817,0.6913383572918921
-22.04,20.56,26.683,26683.0,26761.12,363.46951158645277,158.66951158645273,140.0,166.36876375604467,0.6894485658968844
-22.06,20.58,26.508,26508.0,26586.960000000003,363.87922638146165,158.87922638146165,141.0,165.05040571294163,0.6867114297514363
-22.08,20.6,26.257,26257.0,26335.12,364.28894117647053,159.08894117647054,143.0,163.24724312556208,0.6829499942488199
-22.1,20.62,26.038,26038.0,26116.54,364.6986559714795,159.2986559714795,144.0,161.65761843363626,0.6796167374413239
-22.12,20.64,25.929,25929.0,26008.379999999997,365.10837076648846,159.50837076648838,143.0,160.76442575401808,0.6777366234207547
-22.14,20.66,25.869,25869.0,25949.22,365.51808556149734,159.7180855614973,144.0,160.18036920801836,0.6765043959481677
-22.16,20.68,25.868,25868.0,25947.8,365.9278003565063,159.92780035650622,146.0,159.9588823370118,0.6760365212810237
-22.18,20.7,25.913,25913.0,25990.28,366.33751515151516,160.13751515151512,150.0,160.01211496634147,0.6761490008366531
-22.2,20.72,25.961,25961.0,26035.76,366.74722994652404,160.34722994652404,155.0,160.08391774908813,0.6763006891466634
-22.22,20.74,25.973,25973.0,26047.34,367.156944741533,160.55694474153293,159.0,159.94439291678617,0.6760059021652446
-22.24,20.76,26.063,26063.0,26136.5,367.56665953654186,160.76665953654185,166.0,160.28779483725137,0.6767312081664569
-22.26,20.78,26.31,26310.0,26384.34,367.97637433155086,160.9763743315508,171.0,161.61603672402586,0.6795293260233793
-22.28,20.8,26.94,26940.0,27014.760000000002,368.38608912655974,161.1860891265597,175.0,165.31435222025462,0.6872603004897773
-22.3,20.82,27.722,27722.0,27796.760000000002,368.7958039215687,161.39580392156861,177.0,169.9422384574957,0.6968136427594555
-22.32,20.84,28.784,28784.0,28859.18,369.20551871657756,161.6055187165775,181.0,176.29332653700345,0.709714885483708
-22.34,20.86,30.002,30002.0,30077.18,369.61523351158644,161.81523351158643,179.0,183.58941937540922,0.7242521647985976
-22.36,20.88,31.204,31204.0,31277.920000000002,370.0249483065954,162.02494830659532,167.0,190.76009821158684,0.7382606938156095
-22.38,20.9,32.216,32216.0,32290.34,370.43466310160426,162.23466310160424,154.0,196.75145080991484,0.749764631277071
-22.4,20.92,32.826,32826.0,32899.92,370.8443778966132,162.44437789661316,164.0,200.2474695849821,0.7563964749955298
-22.42,20.94,33.359,33359.0,33430.4,371.25409269162213,162.6540926916221,175.0,203.24816523360172,0.7620426782829006
-22.44,20.96,33.418,33418.0,33486.04,371.6638074866311,162.863807486631,183.0,203.32556817592288,0.7621877687212981
-22.46,20.98,33.46,33460.0,33524.259999999995,372.07352228163995,163.0735222816399,190.0,203.29594905334852,0.7621322514654875
-22.48,21.0,33.761,33761.0,33824.420000000006,372.48323707664883,163.28323707664882,195.0,204.8706123288104,0.7650781702896404
-22.5,21.02,34.152,34152.0,34214.159999999996,372.8929518716578,163.49295187165774,198.0,206.989149444765,0.7690237771630899
-22.52,21.04,34.569,34569.0,34631.58,373.30266666666665,163.70266666666663,215.0,209.2713456103342,0.7732516604025113
-22.54,21.06,34.836,34836.0,34898.159999999996,373.7123814616756,163.91238146167555,220.0,210.62745419637807,0.7757530059724976
-22.56,21.08,35.076,35076.0,35136.899999999994,374.1220962566845,164.12209625668444,221.0,211.81046730828282,0.7779285081149494
-22.58,21.1,35.17,35170.0,35230.060000000005,374.53181105169335,164.33181105169336,223.0,212.10457041688605,0.7784684054821751
-22.6,21.12,35.228,35228.0,35285.96000000001,374.94152584670235,164.5415258467023,222.0,212.17147643737482,0.7785911753882775
-22.62,21.14,35.224,35224.0,35281.96,375.35124064171123,164.7512406417112,221.0,211.87463368042606,0.7780463329582555
-22.64,21.16,35.122,35122.0,35180.38,375.76095543672017,164.96095543672013,220.0,210.98701175936452,0.7764148592074887
-22.66,21.18,34.879,34879.0,34936.96,376.17067023172905,165.17067023172902,216.0,209.24289573494264,0.7731990978764648
-22.68,21.2,34.501,34501.0,34556.02,376.580385026738,165.38038502673794,213.0,206.67166550281814,0.7684337791021388
-22.7,21.22,34.018,34018.0,34070.5,376.99009982174687,165.59009982174683,207.0,203.47538854344785,0.762468525895515
-22.72,21.24,33.515,33515.0,33566.24,377.39981461675575,165.79981461675575,202.0,200.17416944704576,0.7562580237062816
-22.74,21.26,33.05,33050.0,33100.82,377.8095294117647,166.00952941176467,200.0,197.11525348296806,0.7504574861527905
-22.76,21.28,32.742,32741.999999999996,32792.4,378.2192442067736,166.21924420677362,197.0,195.00859187802945,0.7464364710849801
-22.78,21.3,32.417,32417.0,32467.400000000005,378.62895900178256,166.42895900178252,195.0,192.80761733692356,0.7422121709302026
-22.8,21.32,32.025,32025.0,32075.82,379.0386737967915,166.6386737967914,193.0,190.21263554255148,0.7372005649609328
-22.82,21.34,31.468,31468.0,31517.980000000003,379.4483885918004,166.84838859180033,192.0,186.6277035949659,0.7302205216722762
-22.84,21.36,30.75,30750.0,30800.4,379.85810338680926,167.05810338680925,189.0,182.09557800483904,0.7212995771618238
-22.86,21.38,30.046,30046.0,30096.82,380.26781818181814,167.26781818181814,185.0,177.658514978157,0.7124575475636766
-22.88,21.4,29.422,29422.0,29473.24,380.6775329768271,167.47753297682706,183.0,173.71024011351153,0.704496253895569
-22.9,21.42,28.767,28767.0,28818.66,381.087247771836,167.68724777183596,178.0,169.58697295170478,0.6960849146716529
-22.92,21.44,28.246,28246.0,28298.079999999998,381.49696256684496,167.8969625668449,173.0,166.2721148175549,0.6892482754370982
-22.94,21.46,27.539,27539.0,27591.5,381.9066773618539,168.10667736185383,169.0,161.85908703714853,0.680040097635318
-22.96,21.48,26.946,26946.0,26999.34,382.3163921568628,168.31639215686272,165.0,158.1368473192876,0.6721752478107128
-22.98,21.5,26.473,26473.0,26527.18,382.72610695187166,168.52610695187164,160.0,155.1359273997504,0.6657668562315412
-23.0,21.52,25.958,25958.0,26012.6,383.1358217468806,168.73582174688056,156.0,151.89106801933085,0.6587673944991744
-23.02,21.54,25.543,25543.0,25598.44,383.5455365418895,168.94553654188945,151.0,149.24865716831866,0.6530120479490594
-23.04,21.56,25.037,25037.0,25092.86,383.9552513368984,169.15525133689835,146.0,146.0723480552878,0.6460259792548987
-23.06,21.58,24.486,24486.0,24542.7,384.3649661319073,169.36496613190727,141.0,142.64068647498652,0.6383923703334505
-23.08,21.6,23.964,23964.0,24021.54,384.7746809269162,169.5746809269162,136.0,139.38852893528446,0.6310728482632559
-23.1,21.62,23.547,23547.0,23604.96,385.18439572192517,169.78439572192514,130.0,136.76036308017194,0.6250951083753391
-23.12,21.64,23.276,23276.0,23334.38,385.59411051693405,169.99411051693403,126.0,134.9975350304681,0.6210533334136406
-23.14,21.66,23.17,23170.0,23228.800000000003,386.003825311943,170.20382531194292,120.0,134.20847699998913,0.619235650967013
-23.16,21.68,23.289,23289.0,23348.22,386.41354010695187,170.41354010695184,116.0,134.74167865700213,0.6204645233486696
-23.18,21.7,23.485,23485.0,23544.219999999998,386.8232549019608,170.62325490196076,114.0,135.72239469000962,0.6227184520655259
-23.2,21.72,23.419,23419.0,23477.8,387.2329696969697,170.83296969696966,114.0,135.1645825232799,0.6214374638650983
-23.22,21.74,23.246,23246.0,23305.64,387.64268449197857,171.04268449197858,114.0,133.98992996150508,0.6187312593675754
-23.24,21.76,23.463,23463.0,23522.22,388.0523992869875,171.25239928698747,117.0,135.08813714162577,0.6212617050156325
-23.26,21.78,23.962,23962.0,24020.38,388.46211408199645,171.46211408199642,125.0,137.82588656650282,0.6275254953648219
-23.28,21.8,24.303,24303.0,24361.38,388.8718288770054,171.67182887700534,133.0,139.641479489906,0.6316451976271534
-23.3,21.82,24.25,24250.0,24309.640000000003,389.28154367201427,171.88154367201423,139.0,139.16769622440097,0.6305727469630876
-23.32,21.84,24.081,24081.0,24141.480000000003,389.6912584670232,172.09125846702315,143.0,138.0185661556098,0.6279639802127184
