elevation_m_nap,depth_m,qc_mpa,fs_mpa,col_4,col_5,col_6,col_7,rf_percent,col_9,corrected_depth,qt_mpa,qt_over_pa,Isbt,Bqt,peat_boundary_qt_over_pa,organic_clay_boundary_qt_over_pa,soil_type,used_organic_boundary_qt_over_pa,distance_to_used_organic_boundary,layer_id,soil_layer_number,layer_top_depth_m,layer_bottom_depth_m,layer_top_elevation_m_nap,layer_bottom_elevation_m_nap
1.43,0.02,0.37,0.003,0.4,0.4,0.2,0.0,0.36946,29.0,0.02,0.37,3.7,3.0067749640676165,,,,Clay & silt,,,Clay & silt 1,1,0.02,0.34,1.43,1.1099999999999999
1.41,0.04,0.74,0.005,2.5,-2.5,0.0,2.5,0.56604,29.0,0.039981,0.74,7.4,2.77676559525789,,,,Silty clay / clayey silt,,,Clay & silt 1,1,0.02,0.34,1.43,1.1099999999999999
1.39,0.06,0.88,0.005,2.4074,0.0,-0.4,2.5,0.51395,30.0,0.059963,0.88,8.8,2.691626170218947,,,,Silty clay / clayey silt,,,Clay & silt 1,1,0.02,0.34,1.43,1.1099999999999999
1.3699999999999999,0.08,0.99,0.006,2.3148,0.4,0.4,2.6,0.56075,31.0,0.079947,0.99,9.9,2.657253302275713,,,,Silty clay / clayey silt,,,Clay & silt 1,1,0.02,0.34,1.43,1.1099999999999999
1.3499999999999999,0.1,1.08,0.009,2.2222,0.0,-0.6,2.5,0.70313,32.0,0.099932,1.08,10.8,2.6599753432979854,,,,Silty clay / clayey silt,,,Clay & silt 1,1,0.02,0.34,1.43,1.1099999999999999
1.33,0.12,1.24,0.012,2.4,1.8,1.6,2.5,0.80876,32.0,0.11991,1.24,12.4,2.6306086140167526,,,,Silty clay / clayey silt,,,Clay & silt 1,1,0.02,0.34,1.43,1.1099999999999999
1.31,0.14,1.51,0.015,2.3185,-0.2,-0.2,2.5,0.88823,33.0,0.1399,1.51,15.1,2.5718161532034194,,,,Sand mixtures,,,Clay & silt 1,1,0.02,0.34,1.43,1.1099999999999999
1.29,0.16,1.75,0.016,2.2371,0.4,0.4,2.5,0.83333,34.0,0.15988,1.75,17.5,2.5021636633827873,,,,Sand mixtures,,,Clay & silt 1,1,0.02,0.34,1.43,1.1099999999999999
1.27,0.18,2.05,0.019,2.1556,-0.2,0.8,2.5,0.87507,35.0,0.17987,2.05,20.5,2.4511976366918105,,,,Sand mixtures,,,Clay & silt 1,1,0.02,0.34,1.43,1.1099999999999999
1.25,0.2,2.37,0.021,2.3,-2.3,0.0,2.5,0.85846,36.0,0.19985,2.37,23.7,2.391892447330571,,,,Sand mixtures,,,Clay & silt 1,1,0.02,0.34,1.43,1.1099999999999999
1.23,0.22,2.52,0.023,0.8,0.8,-0.2,2.5,0.84172,36.0,0.21985,2.52,25.2,2.3644264973350553,,,,Sand mixtures,,,Clay & silt 1,1,0.02,0.34,1.43,1.1099999999999999
1.21,0.24,2.84,0.022,0.6,0.0,-0.6,2.5,0.7309,37.0,0.23985,2.84,28.4,2.289487497045991,,,,Sand mixtures,,,Clay & silt 1,1,0.02,0.34,1.43,1.1099999999999999
1.19,0.26,3.09,0.021,0.6,-0.6,0.2,2.6,0.64467,38.0,0.25985,3.09,30.9,2.2316137728092293,,,,Sand mixtures,,,Clay & silt 1,1,0.02,0.34,1.43,1.1099999999999999
1.17,0.28,3.44,0.02,0.8,-0.8,-0.2,2.4,0.57021,39.0,0.27985,3.44,34.4,2.165834768458309,,,,Sand mixtures,,,Clay & silt 1,1,0.02,0.34,1.43,1.1099999999999999
1.15,0.3,3.8,0.023,2.1,-2.0,-0.8,2.5,0.60867,39.0,0.29983,3.8,38.0,2.140490842393013,,,,Sand mixtures,,,Clay & silt 1,1,0.02,0.34,1.43,1.1099999999999999
1.13,0.32,3.97,0.022,1.6,0.2,-0.2,2.5,0.54071,40.0,0.31983,3.97,39.7,2.0998966922823112,,,,Sand mixtures,,,Clay & silt 1,1,0.02,0.34,1.43,1.1099999999999999
1.1099999999999999,0.34,4.03,0.022,1.1,-1.4,0.0,2.5,0.50271,41.0,0.33982,4.03,40.300000000000004,2.0798829899002307,,,,Sand mixtures,,,Sand 1,1,0.34,3.68,1.1099999999999999,-2.2300000000000004
1.0899999999999999,0.36,4.37,0.023,0.6,0.6,0.0,2.5,0.49093,42.0,0.35982,4.37,43.7,2.0437942247287535,,,,Sand,,,Sand 1,1,0.34,3.68,1.1099999999999999,-2.2300000000000004
