elevation_m_nap,depth_m,qc_mpa,fs_mpa,col_4,col_5,col_6,col_7,rf_percent,col_9,corrected_depth,qt_mpa,qt_over_pa,Isbt,Bqt,peat_boundary_qt_over_pa,organic_clay_boundary_qt_over_pa,soil_type,used_organic_boundary_qt_over_pa,distance_to_used_organic_boundary,layer_id,soil_layer_number,layer_top_depth_m,layer_bottom_depth_m,layer_top_elevation_m_nap,layer_bottom_elevation_m_nap
1.52,0.02,0.29945,0.0051626,0.12967,0.034483,-0.125,1.75,0.84611,29.0,0.02,0.29945,2.9945,3.2060384305081477,,,,Clay & silt,,,Clay & silt 1,1,0.02,0.26,1.52,1.28
1.5,0.04,0.42781,0.0050029,0.024822,0.017241,-0.017857,1.65,0.70585,30.0,0.04,0.42781,4.2781,3.033256089767223,,,,Clay & silt,,,Clay & silt 1,1,0.02,0.26,1.52,1.28
1.48,0.06,0.58596,0.0050132,0.038832,0.034483,0.017857,1.4,0.61385,32.0,0.06,0.58596,5.8596,2.884043520156333,,,,Silty clay / clayey silt,,,Clay & silt 1,1,0.02,0.26,1.52,1.28
1.46,0.08,0.76932,0.0050144,0.08819,0.051724,0.071429,1.7,0.53815,33.0,0.08,0.76932,7.693200000000001,2.753310750303756,,,,Silty clay / clayey silt,,,Clay & silt 1,1,0.02,0.26,1.52,1.28
1.44,0.1,0.96826,0.0051895,0.095713,0.034483,0.089286,1.7,0.45531,34.0,0.1,0.96826,9.6826,2.6347142742257157,,,,Silty clay / clayey silt,,,Clay & silt 1,1,0.02,0.26,1.52,1.28
1.42,0.12,1.2018,0.0051133,0.07348,-0.017241,0.071429,1.7,0.3772,35.0,0.12,1.2018,12.017999999999999,2.519410359896627,,,,Sand mixtures,,,Clay & silt 1,1,0.02,0.26,1.52,1.28
1.4,0.14,1.4642,0.0052709,0.11256,-0.034483,0.10714,1.7,0.33408,36.0,0.14,1.4642,14.642000000000001,2.4214811659375837,,,,Sand mixtures,,,Clay & silt 1,1,0.02,0.26,1.52,1.28
1.3800000000000001,0.16,1.7375,0.0052235,0.14286,0.0,0.14286,1.7,0.28936,37.0,0.16,1.7375,17.375,2.331864867868361,,,,Sand mixtures,,,Clay & silt 1,1,0.02,0.26,1.52,1.28
1.36,0.18,1.9633,0.0051326,0.11246,-0.068381,0.089286,1.75,0.25099,39.0,0.18,1.9633,19.633,2.263484289970295,,,,Sand mixtures,,,Clay & silt 1,1,0.02,0.26,1.52,1.28
1.34,0.2,2.1544,0.0050527,0.079316,-0.034483,0.071429,1.75,0.22002,40.0,0.2,2.1544,21.544,2.2094655483697445,,,,Sand mixtures,,,Clay & silt 1,1,0.02,0.26,1.52,1.28
1.32,0.22,2.363,0.0050519,0.14696,-0.034483,0.14286,1.75,0.19623,41.0,0.22,2.363,23.63,2.1583310047114463,,,,Sand mixtures,,,Clay & silt 1,1,0.02,0.26,1.52,1.28
1.3,0.24,2.5892,0.0050085,0.17466,-0.068381,0.16071,1.75,0.17331,42.0,0.24,2.5892,25.892,2.1073886381426146,,,,Sand mixtures,,,Clay & silt 1,1,0.02,0.26,1.52,1.28
1.28,0.26,2.8862,0.0051132,0.088019,-0.051432,0.071429,1.75,0.15782,43.0,0.26,2.8862,28.862000000000002,2.052717072466201,,,,Sand mixtures,,,Sand 1,1,0.26,2.96,1.28,-1.42
1.26,0.28,3.2136,0.0050757,0.11885,-0.051432,0.10714,1.75,0.14049,44.0,0.28,3.2136,32.135999999999996,1.9971390209726507,,,,Sand,,,Sand 1,1,0.26,2.96,1.28,-1.42
1.24,0.3,3.6885,0.0051299,0.088019,-0.051432,0.071429,1.7,0.12836,46.0,0.3,3.6885,36.885,1.9312811301292598,,,,Sand,,,Sand 1,1,0.26,2.96,1.28,-1.42
1.22,0.32,4.2611,0.0050531,0.14248,-0.068381,0.125,1.75,0.1151,47.0,0.32,4.2611,42.611,1.8618172878044967,,,,Sand,,,Sand 1,1,0.26,2.96,1.28,-1.42
1.2,0.34,4.7639,0.0052275,0.086867,-0.068381,0.053571,1.75,0.10914,48.0,0.34,4.7639,47.638999999999996,1.8105119801320382,,,,Sand,,,Sand 1,1,0.26,2.96,1.28,-1.42
1.1800000000000002,0.36,5.1372,0.005029,0.11546,-0.10228,0.053571,2.05,0.096874,49.0,0.36,5.1372,51.372,1.7713172393490575,,,,Sand,,,Sand 1,1,0.26,2.96,1.28,-1.42
1.1600000000000001,0.38,5.4331,0.0050126,0.13899,-0.11923,0.071429,2.15,0.090006,50.0,0.38,5.4331,54.330999999999996,1.7436828927312535,,,,Sand,,,Sand 1,1,0.26,2.96,1.28,-1.42
1.1400000000000001,0.4,5.7393,0.005055,0.13577,-0.10228,0.089286,2.3,0.085658,51.0,0.4,5.7393,57.393,1.7179469765103552,,,,Sand,,,Sand 1,1,0.26,2.96,1.28,-1.42
1.12,0.42,6.0809,0.0051248,0.13577,-0.10228,0.089286,2.35,0.082565,52.0,0.42,6.0809,60.809,1.691572497275736,,,,Sand,,,Sand 1,1,0.26,2.96,1.28,-1.42
1.1,0.44,6.4265,0.0050999,0.19767,-0.15313,0.125,2.35,0.078495,53.0,0.44,6.4265,64.265,1.6659884173391022,,,,Sand,,,Sand 1,1,0.26,2.96,1.28,-1.42
1.08,0.46,6.7115,0.0051133,0.17327,-0.13618,0.10714,2.3,0.075686,53.0,0.46,6.7115,67.115,1.6461609656283358,,,,Sand,,,Sand 1,1,0.26,2.96,1.28,-1.42
1.06,0.48,6.9188,0.0050423,0.20724,-0.18703,0.089286,2.3,0.072239,54.0,0.48,6.9188,69.188,1.6318715186830348,,,,Sand,,,Sand 1,1,0.26,2.96,1.28,-1.42
1.04,0.5,7.2084,0.0050326,0.22211,-0.17008,0.14286,2.3,0.070149,55.0,0.5,7.2084,72.084,1.613512416966222,,,,Sand,,,Sand 1,1,0.26,2.96,1.28,-1.42
1.02,0.52,7.4583,0.0050744,0.23923,-0.20397,0.125,2.35,0.069235,56.0,0.52,7.4583,74.583,1.5984988720534972,,,,Sand,,,Sand 1,1,0.26,2.96,1.28,-1.42
