layer_id,top_elevation_m_nap,bottom_elevation_m_nap,soil_type
Clay & silt 1,1.42,1.0,Clay & silt
Sand 1,1.0,-0.08000000000000007,Sand
Sand mixtures 1,-0.08000000000000007,-0.8799999999999999,Sand mixtures
Peat 1,-0.8799999999999999,-1.94,Peat
Sand 2,-1.94,-11.26,Sand
Sand 3,-11.26,-23.759999999999998,Sand
