borehole_folder,cpt_name,n_points,sand_layers,confidence,centre_Rf_percent,centre_qt_over_pa,std_log10_Rf,std_log10_qt_over_pa
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B26_2vs7_8_15_16_206,61251107_15,1589,"Sand 1, Sand 2, Sand 3, Sand 4",1.52,0.7819710958214081,208.11025636271106,0.15110844602959117,0.2540405801346757
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B26_2vs7_8_15_16_206,61251107_16,1600,"Sand 1, Sand 2, Sand 3, Sand 4, Sand 5, Sand 6",1.52,0.8226763797855603,211.7154154018808,0.1188958333447177,0.2640930507300455
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B26_2vs7_8_15_16_206,61251107_2,1121,"Sand 1, Sand 2, Sand 3, Sand 4, Sand 5, Sand 6",1.52,0.659711512666509,161.41383816327271,0.18783262613804405,0.28357949382415215
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B26_2vs7_8_15_16_206,61251107_206,1560,"Sand 1, Sand 2, Sand 3, Sand 4",1.52,0.6998359155279952,196.14854440645772,0.15327167739700093,0.22901762919710014
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B26_2vs7_8_15_16_206,61251107_7,1128,"Sand 1, Sand 2, Sand 3, Sand 4, Sand 5, Sand 6",1.52,0.5638338621040109,187.6565717043521,0.12858028793875093,0.2212215237047061
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B26_2vs7_8_15_16_206,61251107_8,1034,"Sand 1, Sand 2, Sand 3",1.52,0.5438847348709752,130.841444739461,0.10299924202063965,0.18968797449088445
