layer_id,top_elevation_m_nap,bottom_elevation_m_nap,soil_type
Clay & silt 1,1.54,1.1800000000000002,Clay & silt
Sand 1,1.1800000000000002,-1.6,Sand
Sand mixtures 1,-1.6,-2.12,Sand mixtures
Sand 2,-2.12,-15.659999999999998,Sand
Sand mixtures 2,-15.659999999999998,-15.959999999999999,Sand mixtures
Sand 3,-15.959999999999999,-17.880000000000003,Sand
Sand 4,-17.880000000000003,-21.12,Sand
Sand 5,-21.12,-33.48,Sand
