layer_id,top_elevation_m_nap,bottom_elevation_m_nap,soil_type
"Soil, fine grain 1",1.47,1.13,"Soil, fine grain"
Sand 1,1.13,-2.17,Sand
Sand 2,-2.17,-4.2299999999999995,Sand
Sand mixtures 1,-4.2299999999999995,-5.67,Sand mixtures
Sand 3,-5.67,-7.789999999999999,Sand
Sand 4,-7.789999999999999,-34.35,Sand
