borehole_folder,cpt_name,n_points,sand_layers,confidence,centre_Rf_percent,centre_qt_over_pa,std_log10_Rf,std_log10_qt_over_pa
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B55_4vs11_12_19_20_204,61251107_11,1238,"Sand 1, Sand 2, Sand 3, Sand 4, Sand 5, Sand 6, Sand 7, Sand 8, Sand 9",2.14,0.5009159736145692,169.0129117775094,0.1352899683023694,0.24719776924127554
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B55_4vs11_12_19_20_204,61251107_12,1219,"Sand 1, Sand 2, Sand 3, Sand 4, Sand 5, Sand 6",2.14,0.5440214031724081,156.8690249761287,0.12171571204333079,0.2567149904596878
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B55_4vs11_12_19_20_204,61251107_19,1718,"Sand 1, Sand 2, Sand 3, Sand 4",2.14,0.6629485846667014,186.38963259765063,0.12048656683723671,0.23149321623013755
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B55_4vs11_12_19_20_204,61251107_20,1742,"Sand 1, Sand 2, Sand 3, Sand 4",2.14,0.7734727449243088,199.88194801556685,0.10490429857706933,0.233243112801568
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B55_4vs11_12_19_20_204,61251107_204,1688,"Sand 1, Sand 2, Sand 3, Sand 4, Sand 5",2.14,0.6158776683839366,173.09503554704526,0.11826416427318538,0.25479794184293164
C:\AA_Thesis\VSCode\ZZ_Zwolle_Wezep\Zwolle\B55_4vs11_12_19_20_204,61251107_4,1213,"Sand 1, Sand 2, Sand 3, Sand 4, Sand 5",2.14,0.579383504961762,168.97655519464112,0.18048322195719388,0.24578224757144077
